Gender,Text,Depression
0,@hummiemd I KNOW! I was really surprised since everyone recommends them on youtube. I have to call them tomorrow and figure it all out.,0
0,Waiting at the airport for my ride while I get harassed by 2 men trying to sell me ugly hats.. Why me?! I just want to sleep..,1
0,i left my IDs at the location and now i can not go out to bars FUCKKKKKKKKKKKKK,1
1,@celycarmo i'm sorry I don't understand your last comment,0
0,@OfficialRandL when is the announcement? i stayed up late last night,0
1,"@KishoreK this is strange, illegal torrents avlbl everywhere, legal DVD not in stock What do I do now???",0
1,ITS NOT ENOUGH TO SAY THAT IMISS U,1
1,This trolley has up packed in like sardines! Padre game and they REMOVE a car?! Good call MTS,0
0,"@RandomlyNat Jeez, I was just trying to help Haha.",0
0,@SupaMagg that happened to me saturday night. along with my glittery green lighter!,0
0,trying to reduce the number of cigarettes in each day!,0
0,yea it is so quiet around here cuz everyone has to work im bored to death with nobody to talk to,0
0,gotta do my cooking assignment its too hard,0
0,"@treesahquiche okay, about the applepears, I've talked to a few people and they've ALL had them before. No one ever told me, never",1
0,"@jennifermf I know! I'm a night owl by nature, hahaha Am I a time zone behind you? It's almost 1 here",0
0,@mamasvan lol - nope! but i did have complete camerafail,0
1,@maxime68 @megelder But! I'm useless if I don't sleep It's not fair! I want all the fun as well!!!,1
0,My Pookie has a UTI. I have to be Nurse Gabbie and get him back to 100%!!! No more sodas!,0
1,@jillianfish tweet something damn it! and hang out with me please?,0
0,"I'm SO behind in video games, and everything for that matter. I'm yesterday's news",0
1,"@sleep_til_noon I did, it was the only one left but I got tempted and ate it soon as I got home I had a chocolate velvet ate d mocha",0
0,Is stressing out because my blackberry keeps flashing a red alert status for no reason!! Its faking me out and I hate it!!!,1
0,I wanna wear my Doc Martens out! Haven't worn them since December.,0
1,When to the shoe repair shop and the guy could not find my shoes! So I have to go back and see if he can find them in a couple days.,0
1,@B_Barnett I did not really see that coming,0
1,"just woke up from the most vivid, sketchy, not-cool dreams of my life. time to stare at the wall with the lights on.",0
1,it'll take 3 days for my sister to get her passport,0
1,@nicolerichie OH MY YES!! i miss,0
1,Uh oh... I think I am getting sick,1
1,Good GOD they ruined my belly button!!!,1
0,Watching Who Framed Roger Rabbit. Makes me miss Toon Town.,0
0,"@akianz renting.. but very cheap renting, and awesome house. We had 3 buying attempts fall through",0
0,running nose + spinning head = not a good combination for a meeting!,1
1,@EazyDoesIt87 NEGATIVE.. you lost my vote of confidence,1
1,Nasty budget due and my iphone is being sent to Apple today.,0
0,@Sofii_Noel thats bad,0
0,"Dammit, episode 3 of Kings won't play for some reason stopped in the middle now won't do anything",0
1,I'm so upset that I missed my chat and quiz online because my free internet has ceased,1
0,can't believe it! I'm in disbelief of it all in a way really. How much can I take from people and always get hurt by others!!,1
1,Car show season has started without me,0
1,my throat is raw.,0
1,@KevChoice I just don't get it. What in a persons mind could even have them on some ish like this??? My prayers are with her fam for real,0
1,@frago I hate you. I didn't need to see that. I need to call my therapist now.,1
1,Twilight didn't come yesterday fingers crossed for today,0
0,@NileLegania glad I was able help you feel better. I hate to see you sick Love you!,0
0,is tired. want to sleep but i have an assignment to finish and an exam tomorrow to study for,0
1,"You know, I was thinking... I need money",1
1,omg..its jst teusday,0
1,@ddlovato @David_Henrie ummmmm i cant find it.,0
0,Just heard that they found Sandra Cantu... She was only 8 yrs old,0
0,@corrosivecandy Ive forgotten how to snoo-snoo I wonder if snoo-snoo and I will ever meet again...,0
1,@AmaNorris wow that last tweet made me seem like a giant sexist...sorry about that,0
0,"My bathtub drain is fired: it haz 1 job 2 do, it iz FAIL. I got all Drano on its ass, iz STILL NOT DRAINING. I wanna shower, dangit!!",0
1,stuck at home,1
0,@nomadicmatt mine is 1/10 how do you get it up?,0
0,Duckling in famous children's book stolen from Boston's Public Garden - The Boston,0
1,"@Appomattox_News Thank you! However, I hate to be on the same list that includes 2 convicts.",0
1,"Heading to Altrincham, again! Out of hours install",0
1,MORNING!!! Good im bloody knackered!!! Work is not for me today HELPPP!!!!,1
1,@jeffreecuntstar I don't have a garage. But you can park in my driveway!,0
1,@lauredhel What happened?,0
1,"On popular music by T.W.Adorno is probably the most difficult reading ever prescribed, I'm actually struggling to continue",1
1,"cant see the flowers falling i dont have a camera, just my cellphone",0
1,"We've been good. I'm not liking the snow right now, was getting used to the nice Spring-like weather. How about you?",0
1,@brian_armstrong What a pity YouTube is currently blocked in China. I can't see the vids.,0
1,@margaretcho what happened to your show it was the hightlight of my life,0
1,This is the best leather sofa in the world! It's in the office though which means I'm still here working,0
1,Still 3 more days until my Internet gets uncapped,0
1,"If he doesn't get better in a few days, he could have something lodged in his belly",0
0,i Love my atekinzz so much. i soo miss her..,0
1,I wanna sneak into the zoo and play with the kitties,0
1,@lolitariot oh no hope you're not getting sick too!,0
0,@alejandralei i dont think i can cause its my cousins birthday party,0
0,"Our sweet little man just fell asleep while waiting up for daddy and big brother to get home! Poor baby, he missed them so much today!",0
0,the angel is going to miss the athlete this weekend,0
0,trust is hard,1
0,have watched that considering today. yaknow. shawnna tomomorrow;i need my bestfriend,0
1,Grr i want to keep reading but if i do i wont have anything left to read,0
0,"atekinzz, where in the world are you??",0
0,@RumLover No! u supposed to be my date,1
1,"pears Brie, bottle of Cabernet, and Win a Date With Tad Hamilton... oh gawwd my life flashed forward to when I'm 40 with my 75 cats",0
1,Crap. I need more dresses too.,1
0,@kaeeeep yeah! i know! it was horrible!!!! ugh. saddening.,0
1,@Brodhe geez ur no fun are you,0
1,I wanna be in a punk rock band again,0
0,@jyesmith That's a lot of angst for a Tuesday afternoon,0
1,I'm very glad Britney isn't crazy anymore! That was one hell of a show! Now I'm sad that it's over. Next up...AP at Cook County!,1
0,has a huuuge headache! omg I feel like crap!,0
1,@Anistorm Sorry,0
1,@cleders sorry...i was rooting for them too...,0
1,"Man, that took forever.",0
1,@shandasaurus I see.,0
1,I am listing more items on ebay to sell! Takes forever..meanwhile Coleman is watching The Hills season premier without me..,0
0,"Just got my presentation done, 23 slides done... I'm crying for this week will be the hardest of all weeks.",1
1,Just lost $160,1
1,I don't like the previously on skins thing that starts at season two. I like it when it went straight into the intro like before,0
1,@Houndour ...i wish i was there...i'm pretty good at scaring the shit out of people,0
1,Going to sound vain... but running out of my fav lip gloss,0
0,"@stuiy never again will I click on a link that screams, I'm a spider, I'm a spider I should have known better.",0
1,Why is that when you have time off from work you get sick?,0
1,@pratama Same iMac came out $320 more in Indonesia than the States.,0
1,Dammit... I need to stop buying furniture,0
0,@Miss_Sil no i was half asleep and turned off the laptop after that,0
1,"Death is peaceful, life however, bites",1
0,i think @JonathanRKnight lost the net ? sure hope not,0
1,test footage with my girlfriend (in HD) The dark one is underxposed,0
0,Such a tough game to watch tonight for State Finally going to bed after also staying up to watch the season premiere of the Hills!,0
0,Seems jRuby support for hpricot is now two versions behind,0
1,@JinxCat Unlike my sister...I still don't have one,1
0,Fraking app store is pissing me off,1
1,Logging out. I need to study....,0
0,anyone else having problems accessing TTB??? I cant get on!!!,0
1,I strongly dislike people who make stupid comments and dont know the whole story,1
1,"@emmaketurah i'm sorry Emma, is swarley a goldfish? i'm sad for u.",0
1,"All my tweets are already gone, aren't they Missed you guys tonight.",0
0,Can't sleep again. Face is kinda swollen. Don't let me be allergic to the thing that'll get me to Thursday. School tomorrow? Doubtful.,1
1,"@Snick_the_Dog If Izzy's on the cat tree, she'll stare him down, but if she's on the floor, he chases and she runs.",0
0,I am officially banning godaddy.com from my comp. My head hurts from the small print AND I wasted $10 that could've happily gone to Boba,1
1,@HumanOpium pretty much just scary for me,1
1,@ilovepie mines too... I'm finding it well hard to get fit...,0
0,"Good morning! Ready 2 go, but I want 2 go back 2 bed",0
1,hates waiting for mails,1
1,wheat bread from the dollar store just doesn't toast nicely going over my taxes and calling it an early night,0
1,"Why Kutner? I mean I knew something was going to happen to someone but it was so sad. House and it was well done, but I'm still sad",1
0,@JonathanRKnight aw ok goonite....,0
0,ill so i cant go to the cinema!!,1
1,Fell asleep . . . Really didn't mean too *christina*,1
0,"@KelleyRowe hey, you remember that time we used to be friends?? ;) ugh. vomit. sick. i need sleep",0
0,my lymph nodes are as massive as rahm emanuel's balls right now,0
1,Oh no my computer sucks. I don't think i'll be able to listen to the Xbox 360 Fancast tonite,0
0,is missing playing my trumpet,1
0,My throat is still really sore. I was meant to be going on a 5 day camp from Friday but not so sure now,1
1,@sasii I know exactly how you feel!,0
0,At work,0
1,Well bed time now. 1 am. *sighs* Back to 6 am mornings for a week on Wednesday.,0
1,@hert Jesus Camp? Yeah...,0
0,"@MaryBethune oh no! with everything that happened today, i forgot we were going dress shopping for the opera tomorrow.",0
0,Turtles are better than my Mac - lasts longer and moves faster,1
1,I am soaked. This is not pleasant,1
1,@ginayates Sorry to hear about Maggie. Thoughts to your mum.,0
0,"@ewarden, you may have to email this one to me I hope you feel better.",0
1,@laurenlenewx awww i'm sorry,0
1,@arlenecd PLEASE TELL ME THAT'S SOMEWHERE CLOSE TO CALIFORNIA!!! LOL!,0
1,@phlaimeaux where are you?,0
1,stupid arranged marriages... i'll convert so you can marry me...love you!,0
1,"@emilyruppe Well he said that he is a looser, and that is what the show implies",0
1,Poor Sandra Cantu the Cantu family! My prayers go out to them! What a sick world we live in. She was only 8,1
0,fuck omg austins always there though man love you,0
0,@nicolerichie I cried so hard when Matthew died,1
1,sad that the 'feet' of my macbook just fell off : sad that the 'feet' of my macbook just fell off,1
0,@chordsy - why am I the last to find out about these things? Like that you're on the twitter too.,0
0,@lovebscott absolutely not!!,0
1,Filled with curry the true indian in me is coming out,0
0,im soooo cold right now,0
1,@heidimontag lol I kant believe cam got beat upp sooo embarasing,1
1,@JonathanRKnight Good Knight hun! Looking forward to ur tweets again! Hate that i keep missing out on the fun cuz of the time difference,1
1,Tumblr: This is exactly how it feels wearing a,0
0,@daniela_95616 hahaa!! i just realized impune definitely isnt the word i wanted... dang. i'm so unclever.,0
0,watching old videos of dance team and such... makes me miss it,1
0,Wahh no CSI anywhere! DVR'ed I Love Money 2 though - gonna watch it then sleep - Goodnight Tweeters&lt;3,0
1,Struggling hard with Inventory,1
1,@ddlovato Do you hate us?? Please don't,1
0,@ballinbitch haha im not THAT ballin. I still got bills to paaaaay,0
0,I'm in one of those days when I really just want to work from home. Crap.,1
0,@paul_e_wog Wait...is it a game or just episodes? I'm so confused.,0
0,@carlyw66 HAHA. I cried... I guess he did....,0
1,I don't get statistics! Its all a bunch of mumbo jumbo for me.,0
0,"@sloanb Got it, sadly, only works for UK &amp; US at the moment",0
1,Evicted,0
1,doesn't enjoy learning CSS.,0
1,@nachojohnny Brian don't make me fuck u up LOL I replied 2 ur message...did u get my # ? I miss u,1
0,"@heidimontag I dvr'd it and went to watch it, apparently the dish network went down SO I MISSED IT I will have to catch a rerun!",0
0,@JessDubb lmao. U may have to wait for another season to come thru. its summe boo. Hot nd dry ass weather,0
1,@LizChavez I can't set my feet on the ground. The missing eyelid people might get me!,0
0,@daniela_95616 my english professor would be ashamed.,1
0,I wish the frogs weren't becoming extinct,0
0,"Came home from Cross County, Tired as",0
0,I don't want to walk home in this snow. Who wants to pick me up?,0
1,"@heidimontag Lauren is being stubborn. she loves you, you love her. I feel so bad for you, though. it made me cry lol!",0
1,is grouchy. and wants bmar,0
1,"my heart is broken every morning dropping Foo at pre school, now i understand when moms say he has my heart broken",1
1,Not feeling well and back hurts,1
0,Im in the mood for some chocolate. I want..... Miniature Reeses cups. Now,0
1,I can't take this heat! It's like an oven in here. I feel sick nwo,1
1,@nick_carter Come to the chat just 15 minutes please?,0
1,Boredd. Colddd Internet keeps stuffing up,0
0,"I had a horrible nightmare last night which affected my sleep, now I'm really tired",1
0,"im lonely keep me company! 22 female, new york",1
0,@Born_4_Broadway Lost and it was St. Ignacius Prepatory School. Haha.,0
1,@birutagme yeah it was really depressing... stuff like that gets to me,1
1,"@whoisariston No problem, tongue-in-cheek remark. Lots of acronyms, but no NZ",0
1,@greggrunberg hey you said matt was gonna go all ballistic... i was disappointed good ep tho mostly,1
0,ugh horrible ending to the sandra kantu story prayers go out.,0
0,@danielledeleasa I hate 2 B allergic i want a puppy soo bad that i've already thought some cool names,0
0,Morning folks 7.00 am ..yawn! Up &amp; away to see to horses - hope Twitter is better behaved today! Last night was a travesty,0
0,@QuanDotCom I miss mine too!,0
1,@AmandaEnglund Sorry to hear about your loss. There have been many this year so far.,1
0,@nicolerichie Gossip Girl was a repeat,0
1,@InYourEyes2410 I reckon,0
0,finding it really hard to use twitter,0
1,I've been stuck in this house for two days,1
0,is really sad and doesn't really know y!!??!!!,1
0,@thousand_miles no,0
1,"Maybe one of these years I'll get a tax return. A girl can dream, right?",0
1,"Back at work, tired as hell and i feel a cold coming",0
1,@clarianne @Knot2serious APRIL 9TH ISN'T COMING SOON ENOUGH,0
0,"@hannahsix cream for his eye and he may have herpes - not ocular herpes, but a different strain. He's doing okay though.",0
0,gotta repeat whole art folio cuz old one with a whole terms work got wet,0
1,I'm ready for the weekend already. It's only Monday.,0
0,@lovebscott umm nope..think im an insomniac ..plus i got the flu...i'lll be sleepin like a phuckin fish outta water any minute now!,0
1,"has Finland sleeping for the night, not really enough time",0
1,@lunafiko can't wait to try em but prolly have to wait until next weekend at the earliest,0
0,Shiner is taking up all my bed and blankets!,0
1,@clarianne APRIL 9TH ISN'T COMING SOON ENOUGH,0
0,wants to cry,1
1,I need to go to the bank tomorrow before I go broke...,0
1,"This earthquake in italy has me sadden. it's only three hours away from naples, where my family is",1
0,"i should be sleeping, i have a stressed out week coming to me.",1
1,@dragoneer Yea I am working tp hack my server to do the 12player thing for folks,0
1,@dragoneer Yea I am working tp hack my server to do the 12player thing for folks,0
1,@raymondroman oh noes. how did you manage to send something to the trash can AND empty it without noticing! i feel for ya,0
0,Lost my free copy of radioactive so can't put it on my ipod grr!And i can't go out + buy 'nother coz it came with that paper,0
1,doing make up shit,0
0,"Photoshop, I hate it when you crash",0
1,vacations makes me feel sick!,0
1,you shouldn't have gone,1
1,listening to Murd and 9th wonder- just chillen out missing my crazy sex life,1
0,"@louie094: shooting!?!! be careful, luisa",0
1,@hillary006 I'm sure everyone has ruined my gift to you Whitney has my serious Cell #...We doing easter as well?,1
1,is at Beso in Hollywood... so tired,0
0,"I don't want to wake up early tomorrow. Damn you, work!",0
1,just finished watching the movie Prayers for Bobby. Broke my heart,0
1,@syekr is myki really horrible?,0
1,@stephenkruiser i had 2 put my dog down today too someone ran her over,0
1,@NevadaWolf Sorry to hear about your DNF run tonight. Always a risk to get bad coords on an FTF!!,1
1,"@Honey3223 I did get some disgruntled people when I wrote my ESN, but the 1000 hits in one day made up for it. Bill pulls in 250 tops",1
0,"@moony394 OHH! OMG. LMAO. I'm crying right now, LOL! KUTNERRRR was the best!",0
1,came back from running and took a shower...why does my lower stomach still hurt after exercising?,0
0,watching Fallon with mom and working on a project...school is hard,0
1,56 min till home time and counting! I have a craving to visit the MAC store but they will have closed by the time I get there,0
0,@stephenkruiser I am so sorry to hear that! Take care!,0
0,@PaulColes hmmm...greed is good when it motivates the individual to do better-not so much when it takes away from others,0
0,"@GABBYiSACTiVE brat! You have to rub it in, don't you.... I want a mocha",0
0,KUTNERRRR! WHY??? WHY?????? And to think that 13 is still on the show?? UGH. Kutner/Kal Penn - you've been the bright star in Ho ...,0
1,@redvinylgirl my mom has it. I wish you the best of luck,0
1,I so hate homeworks -.- My head hurts so bad,0
0,got the ebay blues! item i want jumped from no bidders to over $100 in an hour.. still has 3 hours to go. i'd better not get my hopes up,0
0,@gigdiary I know - was a little depressed that we ate so much last night there were no leftovers today,1
1,"well the pc in my living room suffered a fatal partion lost, all my itunes library is gone.. and some docs with pics....",1
1,sad day: manu out for the season,0
0,@stephenkruiser You poor spunky...its so sad...my Rotti made it to 10 and I had to go down the same path....I know how you feel,1
0,im sooo sad right now i need a hug,1
0,"wants her step brother home im so worried, you dont even know. i hope he knows how much i care for him...",0
1,@heidimontag just got done watching the hills! loved it! excited for the next episode! and im sad this is the last season!,0
1,@ryanmwilson aww that stinks! *hugs*,0
0,"I'm tired. I feel like crap. And the world feels all crummy. Make me happy, USB disco mouse.",1
0,"i dont want to believe what im reading...buu,so sad",1
1,Wondering why gamebattles is down,0
1,White trash vs us... We were outnumbered.,0
0,"@emitstop So true, I have it and don't use it",0
1,"Spring break is here at last, but no one is here to celebrate",0
0,Morning! Bah Car won't start.. waiting for the ANWB....,0
1,"@katebornstein which is pretty anti memorial tattoos but for all but the strictest, there's no official BAN, just disapproving family",0
0,"Balamurugan, a longterm member of the team is leaving this month. We'll miss working with him hope he does well in his next venture",0
1,@JustGelo Its sad knowing how they found her body. What a crazy world we live in. No child deserves that ya know.,1
1,"I wanna rock a Maxi dress @ Coachella, but lacking funding",0
1,Of course the baby is screaming in the crib the night before my first day back at work. So I let him cry it out? Boooo,0
0,"I am home missing my baby Busy week ahead Fri is a chill day with my guy and kids, Egg hunt Sat, Spiral and DMB Sat night and Easter!",0
1,@FollowSavvy I never found her. everytime I click on her twitter thing through your myspace..... it goes to some dude's page,0
0,@stephenkruiser that's horrible sorryto hear that.,1
1,@David_Henrie i cant find it! it says dtmafiaofficial doesnt exist!there's jus 1 dtmafia i found n u dun seem to b followin it wht to do?,0
0,i thought you would support me on this,0
0,"augh, eff sarth i stole some of MIL's nail polish, its pretty!",0
0,Wishes I was on the Spring Fling Tour with Dawn &amp; neecee Sigh G'knight,0
1,The Hoyts Distribution NZ website isn't working for me. Great. And it HAS to be like this when I need it most,0
0,@crummyasshole i don't like that they only had him in the first movie cillian murphy is hot,0
0,wishes for good old cartoons to come back. ie: Captain Planet! Where's Wally! Daria! (sadness ),0
1,not feeling v good abt myself,1
0,i just got a text from sarah,0
1,Another day at centre point - this time an early start so guessing train will be rammed with commuters,0
1,"Four games this fall: Modern Warfare 2, Halo 3 ODST, Brutal Legend, and Bioshock 2 I need more cash",0
0,"@d_castillo ugh, that's disconcerting",0
1,@Devinthedude007 actually the whole site has finally been taken over by those damn russians,0
1,MY TWEETS ARENT GOING THROUGH,0
0,"Just finished a delicious breakfast, my last in Paris I'll miss milk, europe has the tastiest milk in the world, I don't drink it in US.",0
1,"iLearn is down and out, great considering finals are this week...",0
0,@Carmonium i'm stressed outttt,1
1,Also I shouldve Bern asleep an hour ago,0
0,trying to figure out this twitter thing...none of my friends are on yet. Soo much to see.,0
0,Re-pinging @Kyle44: Custom icons I made look cool but the edges could be less square might look bad on a diff background,0
1,I want to be back in LA,0
1,@enterbelladonna i dunno how to use the forum and i get frustrated with it. i'll miss talking to you on here.,1
1,@lilbucknuts41 not an option,0
0,@georgeruiz Unfortunately one of those moments wasn't a giant squid monster.,1
0,@thestar_rage I want one too is the branch in MidV open too?,0
1,"@daNanner aw, sorry to hear that.",0
0,"Change of plans, we ordered Macs instead. Time to hit the books!",0
1,@polhillian YUP.,0
1,@NKDreamer did you see Donnie's tweet stats? almost 700 @ replies...and no JRK,0
0,"@tim_grainger nah, I haven't received my stimulus yet",0
1,@ikimb0 i just seen ur tweet . plz write bak if u get this. i havnt got one reply bak,0
0,@McCainBlogette Awwwww and you were trying to go to sleep 3 hours ago,0
1,"@stephenkruiser I'm so sorry to hear that. It's always sad when we lose those close to us, as we loved them.",1
1,cant sleep but im still feelin like a piece of shit,1
1,@stephenkruiser oh my sympathies. it's a hard decision. i always hope my old border collie will go in her sleep. she's 14 too. *hug*,0
1,@josephheustess ...well there was this really cool part where... i wont spoil it,0
1,@limbecky I'm doing the time warp without you and am sad.,1
1,"@theresawhite this is true, lol but it's still a slap in the face after such a warm end of march",1
1,I hate converting movies just to put em on my itouch,0
0,gross i have a pimple,1
0,@Torturedlady yea ma'naaaaaaaaaaaaaaaaaaaam (marwan accent) lol,0
1,one less follower tonight,0
1,@Unholyknight so did your mom last night. brb while I figure out whether I just burned you or myself the most.,1
0,I feel like I am the only not on TweetDeck.,0
1,@Wyldceltic1 He has Karate tournament in 8 weeks,0
1,going to sleep can't be up until 1am again...and no I didn't finish my statistics homework!,0
1,North carolina baby!! Aint nothin stopping them but the nba draft,0
1,Can't sleep again,1
0,"I reaaly miss john mayer's twitters. fuck rude people. Remove him if you don't like his tweets, bitchfucks.",1
0,is going to have a late one at MQU today,0
0,im so tired of work...i need a life....,1
0,"just leavin work, my feet hurt",1
0,@PlayRadioPlay that was so sad and unexpected. i totally cried haha.,1
0,Superneej: Morning! Bah Car won't start.. waiting for the ANWB....,0
0,Still doing my homework!!!,0
1,A little sad,1
0,@deepbluesealove My Mom &amp; Dad both get up around 6...too early for me,0
0,should've been asleep two hours ago,0
1,@stephenkruiser So sorry to hear about your dog.,1
1,"Funny how the little things make me homesick, criminals breakn n2 a brownstone on LawNOrd CI made me misty",1
1,"@djsoulsister yeah, great vid. I had the 12&quot; single, but sold it a few years ago",0
1,im on val's mac in iitsc clubroom. still sweating,0
1,@stephenkruiser awww so sad!!! I'm so sorry!!,1
0,UpdatingFFE. That gives me nothing to do for a good twenty minutes!,0
1,"Hot compress not rily workng for pulled muscle gng to bed, good night",0
1,Have an invite for &quot;Healthy Dining&quot; session at Ashok Hotel today with Exec Chef R.Chopra but damn workload - will have to skip it!,0
1,@stephenkruiser I'm so sorry to hear about your dog wishing you happier days to come!,1
1,@hellivina I miss 'em too.,1
0,"@misstoriblack cool , i have no tweet apps for my razr 2",0
1,I'm off too bed. I gotta wake up hella early tomorrow morning.,0
1,still procrastinating... i hate organizing my clothes there's just so much....,1
0,"Just been playing with the new Mobbler v0.4.0 and it adds some great new features, but won't play music on my E71, like v0.3.5 did",0
1,@latroneb oh but there's one bestie missing,0
1,"@esuriospiritus time to come back to flawda for double dates! no, seriously, i'm sorry to hear that.",0
0,I'm up way to late to be working for a client 12:10 AM #fb,0
0,blegghhhh i have to go to work,0
1,Back at work @ John Muir Dr,0
1,@DAChesterFrench I emailed you yesterday and u never responded,0
1,It's going to be a long year for A's fans.,0
0,Just got done watching the new House episode.Definitely one of the saddest episodes ever.,0
1,Man... taxes suck. I'm horrified that i did something wrong on them. TurboTax decided to keep around a lot of the stuff I turned off.,1
1,Sleep time. Tomorrow is gonna suck,0
1,WTF Not Kutner! Oh I'm so pissed @ House. I mean really WTF,1
1,@AmberPacific i know i dont know why i said that,0
0,CASH RULES EVERYTHING AROUND ME,0
0,Just picked up some oats from the market to eat for breakfast with my boy @adamgoldston now time to do work at USC... late night,0
1,i feel sick too much icecream,0
1,@faithgg45 this computer doesn't have shockwave...blah no account yet,0
1,@RubyRose1 awww wish i could go! but its in sydney,0
1,@luxuryprgal hahaha suriously! I feel like everyone knows this show is a joke except lc!,0
1,"I just can't spell today, i totally suck",1
0,are you vaccinated against chicken-pox?should I vaccinate my 3 yr old?I am SO confused about this damn thing,0
1,@ school at least last day!!!!!!,0
0,Yawwwn! Gotta get up early tomorrow who's ready for the weekend???,0
0,i miss being at home for calving season...sad that black one died this morning wish i had some bottle calves!,1
1,@stephenkruiser i so sorry for your loss. my brother dog sam is sick w/cushings disease.,1
1,Back to work. I get to spend the next 8 hours alone in the dispatch room,1
0,"there's a new kind of starburst: favereds. sounds fab, bc cherry and strawberry are MY fav red's but they added watermellon and its yucky",0
0,"Well, so much for being productive on my 2 days off from Angels",0
1,@andreabakes Oh gee - insomnia sucks Have you tried melatonin?,0
1,@vivekg86 Good to hear that we have support in NetBeans. But then its NetBeans you know,0
1,@heidimontag I wish we would get it the same time at the rest of world. unfornately I am in Cairo and have to wait for mtva to play it,1
1,heartbroken over little sandra. prayers are with the family.,1
1,"@hadtobeyou I'm at 900 words, it's all can do I'll finish tomorrow maybe",0
1,@shortiethug how come ur background covers the screen but mine is in the corner?,0
1,"Wrote exactly three lines of dialogue tonight, then gave up.",1
0,@ashman01 My only complaint about Facebook is they've changed it so much it's confusing,0
0,Sliced my finger,1
0,going thru town and traffic on bypass is stink,0
1,Ugh can't sleep. Wish i had a good cuddle to Make me ass out,1
1,I hate when software update downloads updates without telling me. I never know what's downloading when it is,0
1,went to ihop again. Great for a diet At least there were no kung foo pancakes this time. -Rachel-,0
1,The internet is hating me. Night i s'pose.,0
1,@contactabe I'm so jealous. I missed all of opening day this year,0
1,It's so cruel having to wait for reviews to come in. So far it looks like Star Trek will be the best film of the year!,0
0,"Debating if I should just shower now, so I can sleep a little later tomorrow",0
1,My stress always culminates with physical pain.,1
0,need to sleep. but cant,1
1,my little pinky finger hurts so much..,0
0,@sarahsaturday I'm sorry your gift card ran out.... That suck.,0
1,home for spring break. no one is home tho,0
1,I accessed oneindia.mobi from a Google phone (Android). It doesn't support Indic languages,0
0,study group extraordinare' about to leave campus...some of torts outline finished-good thing-but sleepy as h*#@...will be back@ 7am,0
1,"Why can't airfare go down? Or, why do I have to live in Texas!! I don't know if I'll be able to make it to Iowa.",0
0,@j_stricko I found it pretty frustrating. stupid monkeys,0
1,"@lenesha but Im not feeling well, mommy...",0
0,"@lovebscott Nope, I'm Right Along Wit' You!",0
0,so a murder? gotcha. Cant believe it,0
0,@nbensalem i'm sitting at my house and i'm sooo not looking forward to my one class tomorrow.,0
1,"Ordered some maternity clothes online, which came today. I got something strange I didn't order, not in my size. And stuff is missing.",0
0,@citizensheep,0
0,@thesage1014 I wish I could! Gotta work though,0
1,@SeaGhostdesigns what happened to you on Saturday? You didnt show up...,0
1,@GirlsGoneChild,0
1,Can't fall asleep,1
1,I have mouth ulcer so painful to talk and eat!,0
0,"@danphelan Urgh, it was just the video, and they cut the Robots part!!!",0
1,my dog can't move anymore. praying that he will be okay,0
1,@Kal_Penn you were pretty much my fave...not much reason to watch now,0
1,@Artistbabee but tht's annoying &amp;definitely not bitchy enough he def broke like everything in me. he prolly doesn't even kno oct. 5!,0
1,@mileycyrus hahaha dont be like that one time in NY when you got 30 mins of sleep then got sick love you!!,0
1,@normalguyguide I can't! I have so much to learn about WWI by tomorrow at noon!,0
0,New Post! http://tinyurl.com/cexkqy,0
0,@graemearcher I am sad about Innocent selling out too!,0
0,dang won't be able to get to any workshops run by web directions,0
0,"@BenPritchett goodness me, how did you find me?? it's good to hear from you Ben! I still have your video game and book...I apologize",0
1,Jap girls ? They're leaving!,0
1,my poor little girl has a baaaad rash on her bum and isnt feeling good,0
0,@nicolerichie yes! we had the VHS. i cried when the old man died,1
0,"Argh, got up early for Girls Aloud on Freshly Squeezed and it was just the video",0
0,"#travian Total cost of the atk for the aggressor: 273,310 resources all said and done. I'm guessing he's not going to let that slide.",0
0,waiting for kelly's call.,0
1,"mhm, not having a good day blah blah blah",0
0,"@octopuseatspie I GOT THE I CAN HAS CHEZBURGER BOOK FROM THE LOBO, AND YOU ARE NOT HERE TO LOOK AT IT WIF ME",0
0,"I'm trying to work on my last assignment of the year, but I just can't get that spark. All I want to do is lay in the grass and read.",0
0,@robertfperez ugh of course not Just thursday and friday..sat I have both kids,0
1,@Kal_Penn OH MY GOSH. I'M STILL ~EMOTIONALLY~ DYING AT THE FACT THAT KUTNER'S GONE! Arggg. Kal ily.,1
1,@kaozdesign I think I found my face...unfortunately. You didn't find yours yet?,0
0,seeing that shouldnt have made my stomach flip like it did,0
0,Headache... Pleeeease go away,0
0,@siddharth_ind yeah i do. i have an application that runs every few minutes to do that but its the add-ons. they conflict all the time,0
0,Pretty good coaching with exceptional talent trounces exceptional coaching and pretty good talent. MSU,0
0,I hate Tuesdays,0
0,@gracedent it's her &quot;hair&quot; I can't deal with,0
0,Feel like I'm stuck in a rut. Waiting to hear back from schools is killing me. Also decided to take a break from #wow for awhile.,1
1,i need new glasses...mines is hangnon 1 arm,0
0,Meat Week Day 3: Tummy hurts every night,0
1,Why isn't there a &quot;fake&quot; Verruca on Twitter?... Now i'm sad.,0
1,On the phone with the bestie than shower.. Confused I don't know what to do,0
0,"@Sirrah21 Aww poor froofroo, this is way too late for you",0
1,i miss my 808 fam,1
